Order_ID,Order_Date,City,Restaurant_Name,Cuisine_Type,Order_Amount,Discount_Applied,Discount_Amount,Final_Amount,Payment_Method,Delivery_Time_Minutes,Distance_km,Rider_Rating,Customer_Rating,Order_Status
ORD505,2026-02-22,Chennai,Urban Tandoor,Japanese,930.38,,0.0,930.38,UPI,90,26.59,4.2,2.8,Delivered
ORD506,2026-02-22,Hyderabad,Sushi Spot,Italian,1398.02,Yes,0.0,1398.02,Cash,47,24.89,4.9,4.5,Delivered
ORD507,2026-02-22,Bangalore,Curry Kingdom,Indian,152.9,Yes,50.0,102.9,UPI,105,1.06,4.3,4.5,Cancelled
ORD508,2026-02-22,Mumbai,Burger Town,Indian,225.03,Yes,,225.03,Cash,98,20.91,2.8,3.2,Delayed
ORD509,2026-02-22,Mumbai,Food Factory,Italian,994.04,Yes,0.0,994.04,Cash,96,3.68,4.0,3.6,Delivered
ORD510,2026-02-22,Bangalore,Burger Town,Japanese,1815.59,No,150.0,1665.59,Card,90,3.33,3.4,4.8,Delayed
ORD511,2026-02-22,Hyderabad,Biryani House,Chinese,1386.86,,50.0,1336.86,Card,119,19.75,4.7,3.8,Delayed
ORD512,2026-02-22,Hyderabad,Sushi Spot,Chinese,1078.98,,150.0,928.98,Wallet,65,27.49,4.0,4.6,Delivered
ORD513,2026-02-22,Pune,Biryani House,Chinese,1489.35,No,0.0,1489.35,Cash,41,22.49,3.8,4.5,Delivered
ORD514,2026-02-22,Hyderabad,Urban Tandoor,Japanese,1983.84,No,50.0,1933.84,Card,16,1.34,3.6,2.9,Delayed
ORD515,2026-02-22,Chennai,Sushi Spot,Indian,1049.1,Yes,150.0,899.0999999999999,Wallet,59,12.58,4.8,4.4,Delivered
ORD516,2026-02-22,Chennai,Biryani House,Chinese,549.7,No,150.0,399.70000000000005,Wallet,39,22.15,4.1,4.5,Delivered
ORD517,2026-02-22,Chennai,Burger Town,Japanese,1431.11,,150.0,1281.11,Cash,32,12.71,2.7,3.6,Delayed
ORD518,2026-02-22,Delhi,Burger Town,Italian,1744.22,No,100.0,1644.22,UPI,44,13.95,4.5,4.5,Delivered
ORD519,2026-02-22,Bangalore,Food Factory,Fast Food,1736.49,Yes,,1736.49,Card,93,23.02,2.7,4.7,Cancelled
ORD520,2026-02-22,Pune,Sushi Spot,Italian,172.77,No,100.0,72.77000000000001,Wallet,71,1.8,3.5,3.6,Cancelled
ORD521,2026-02-22,Pune,Pizza Palace,Italian,1096.61,No,,1096.61,Wallet,42,13.49,2.9,4.7,Cancelled
ORD522,2026-02-22,Chennai,Curry Kingdom,Italian,789.87,,150.0,639.87,UPI,34,10.85,3.8,3.1,Cancelled
ORD523,2026-02-22,Pune,Pizza Palace,Chinese,162.41,,0.0,162.41,Cash,109,23.96,4.0,2.3,Delivered
ORD524,2026-02-22,Mumbai,Burger Town,Japanese,1717.21,No,,1717.21,Wallet,22,11.57,3.0,5.0,Delivered
ORD525,2026-02-22,Pune,Pizza Palace,Chinese,989.9,Yes,0.0,989.9,Cash,18,5.85,4.9,2.7,Delivered
ORD526,2026-02-22,Delhi,Biryani House,Indian,1958.29,,,1958.29,Cash,81,28.96,3.5,2.1,Cancelled
ORD527,2026-02-22,Hyderabad,Food Factory,Chinese,207.27,,100.0,107.27000000000001,Cash,78,13.01,3.5,2.9,Delayed
ORD528,2026-02-22,Bangalore,Food Factory,Chinese,422.06,Yes,50.0,372.06,Cash,44,4.77,4.6,3.1,Delivered
ORD529,2026-02-22,Mumbai,Biryani House,Chinese,843.39,No,50.0,793.39,Card,49,26.76,4.0,4.5,Cancelled
ORD530,2026-02-22,Mumbai,Spice Hub,Italian,1970.42,,50.0,1920.42,Card,91,18.6,2.9,2.1,Cancelled
ORD531,2026-02-22,Mumbai,Food Factory,Japanese,1945.87,No,50.0,1895.87,Cash,36,16.7,2.9,3.7,Delivered
ORD532,2026-02-22,Chennai,Burger Town,Chinese,1152.15,,,1152.15,UPI,100,8.16,4.6,3.1,Delivered
ORD533,2026-02-22,Chennai,Food Factory,Italian,1679.61,Yes,,1679.61,UPI,65,6.14,3.8,4.0,Cancelled
ORD534,2026-02-22,Mumbai,Burger Town,Japanese,584.82,,0.0,584.82,Wallet,25,17.17,3.4,3.7,Cancelled
ORD535,2026-02-22,Chennai,Burger Town,Chinese,407.51,,,407.51,Cash,113,5.37,4.5,2.6,Delayed
ORD536,2026-02-22,Hyderabad,Spice Hub,Indian,1597.42,Yes,50.0,1547.42,Cash,113,26.53,4.1,3.7,Delivered
ORD537,2026-02-22,Chennai,Sushi Spot,Indian,1298.22,No,0.0,1298.22,Wallet,51,22.19,2.9,4.6,Delivered
ORD538,2026-02-22,Bangalore,Urban Tandoor,Japanese,1465.14,,100.0,1365.14,UPI,33,4.84,4.0,3.8,Delayed
ORD539,2026-02-22,Chennai,Curry Kingdom,Japanese,803.9,,,803.9,Card,61,26.23,2.8,4.4,Cancelled
ORD540,2026-02-22,Hyderabad,Spice Hub,Fast Food,380.92,Yes,50.0,330.92,Cash,95,20.74,3.7,2.1,Delivered
ORD541,2026-02-22,Pune,Burger Town,Indian,1943.77,No,100.0,1843.77,Wallet,33,15.87,2.7,4.3,Cancelled
ORD542,2026-02-22,Hyderabad,Food Factory,Japanese,1060.07,,150.0,910.0699999999999,Wallet,69,11.88,3.2,2.6,Cancelled
ORD543,2026-02-22,Bangalore,Biryani House,Italian,1559.33,Yes,0.0,1559.33,UPI,29,18.57,4.8,3.1,Delayed
ORD544,2026-02-22,Mumbai,Urban Tandoor,Fast Food,1492.58,No,150.0,1342.58,Wallet,67,29.44,3.5,4.5,Delayed
ORD545,2026-02-22,Hyderabad,Biryani House,Japanese,1564.38,,0.0,1564.38,Card,18,24.39,3.7,5.0,Delayed
ORD546,2026-02-22,Mumbai,Spice Hub,Fast Food,260.02,Yes,150.0,110.01999999999998,Card,59,13.74,4.6,4.7,Delayed
ORD547,2026-02-22,Mumbai,Curry Kingdom,Japanese,265.55,No,,265.55,UPI,52,8.43,2.6,4.9,Delivered
ORD548,2026-02-22,Pune,Food Factory,Italian,558.38,,50.0,508.38,Wallet,94,23.12,4.8,2.1,Delivered
ORD549,2026-02-22,Hyderabad,Urban Tandoor,Chinese,1763.29,No,150.0,1613.29,Card,24,4.9,3.2,3.1,Delayed
ORD550,2026-02-22,Chennai,Spice Hub,Chinese,1638.21,,100.0,1538.21,Wallet,38,22.26,3.8,4.4,Delayed
ORD551,2026-02-22,Chennai,Spice Hub,Indian,1982.51,No,100.0,1882.51,Cash,22,29.84,2.7,2.0,Delivered
ORD552,2026-02-22,Chennai,Curry Kingdom,Fast Food,231.7,,0.0,231.7,UPI,50,25.19,4.4,2.4,Delivered
ORD553,2026-02-22,Mumbai,Spice Hub,Italian,1543.84,No,100.0,1443.84,Card,19,24.84,4.5,4.7,Delivered
ORD554,2026-02-22,Bangalore,Sushi Spot,Fast Food,1445.06,No,150.0,1295.06,Card,77,3.57,3.7,2.2,Delayed
ORD555,2026-02-22,Chennai,Urban Tandoor,Fast Food,903.95,Yes,150.0,753.95,Cash,44,1.71,3.3,3.6,Delayed
ORD556,2026-02-22,Bangalore,Food Factory,Fast Food,1319.37,,0.0,1319.37,Wallet,91,28.48,2.7,4.9,Cancelled
ORD557,2026-02-22,Chennai,Curry Kingdom,Indian,1116.77,Yes,0.0,1116.77,Cash,30,20.77,2.8,4.5,Cancelled
ORD558,2026-02-22,Hyderabad,Spice Hub,Fast Food,598.13,Yes,0.0,598.13,Cash,116,2.46,2.7,3.2,Delayed
ORD559,2026-02-22,Bangalore,Pizza Palace,Fast Food,696.29,Yes,0.0,696.29,Cash,48,9.15,4.5,4.8,Delivered
ORD560,2026-02-22,Chennai,Biryani House,Italian,899.44,,,899.44,UPI,41,1.64,4.0,4.5,Cancelled
ORD561,2026-02-22,Delhi,Sushi Spot,Italian,1165.61,No,0.0,1165.61,Wallet,44,29.39,4.0,3.1,Delivered
ORD562,2026-02-22,Delhi,Curry Kingdom,Indian,1348.46,Yes,100.0,1248.46,Card,100,6.45,4.3,4.6,Delayed
ORD563,2026-02-22,Bangalore,Biryani House,Fast Food,989.8,Yes,50.0,939.8,Wallet,114,19.12,2.7,4.0,Delayed
ORD564,2026-02-22,Mumbai,Burger Town,Fast Food,597.57,,150.0,447.57000000000005,Cash,42,7.8,3.3,2.9,Cancelled
ORD565,2026-02-22,Mumbai,Burger Town,Japanese,1192.08,,,1192.08,Card,18,5.14,4.4,2.8,Delayed
ORD566,2026-02-22,Chennai,Biryani House,Chinese,1068.89,No,0.0,1068.89,Wallet,92,26.58,4.6,4.2,Delayed
ORD567,2026-02-22,Pune,Pizza Palace,Chinese,652.36,Yes,100.0,552.36,Card,63,10.21,2.5,3.5,Delivered
ORD568,2026-02-22,Hyderabad,Curry Kingdom,Japanese,236.68,No,100.0,136.68,Card,110,18.21,4.7,3.7,Delayed
ORD569,2026-02-22,Delhi,Biryani House,Italian,1013.89,Yes,100.0,913.89,Card,20,8.16,4.4,2.9,Cancelled
ORD570,2026-02-22,Hyderabad,Urban Tandoor,Fast Food,338.5,No,150.0,188.5,Wallet,79,4.77,3.9,4.6,Cancelled
ORD571,2026-02-22,Bangalore,Sushi Spot,Indian,1207.85,,150.0,1057.85,Cash,96,26.86,3.6,4.7,Delayed
ORD572,2026-02-22,Hyderabad,Curry Kingdom,Japanese,848.04,,0.0,848.04,UPI,90,20.58,2.8,2.1,Cancelled
ORD573,2026-02-22,Chennai,Urban Tandoor,Japanese,1194.56,No,,1194.56,Wallet,74,19.35,4.3,2.0,Delivered
ORD574,2026-02-22,Pune,Pizza Palace,Japanese,458.86,No,100.0,358.86,Cash,35,26.39,3.0,2.8,Delayed
ORD575,2026-02-22,Pune,Spice Hub,Japanese,389.76,,150.0,239.76,UPI,82,21.37,3.2,2.3,Delivered
ORD576,2026-02-22,Bangalore,Spice Hub,Japanese,1596.37,,50.0,1546.37,Cash,26,29.98,2.8,3.5,Cancelled
ORD577,2026-02-22,Mumbai,Burger Town,Indian,862.47,Yes,50.0,812.47,UPI,55,14.8,2.8,3.9,Cancelled
ORD578,2026-02-22,Hyderabad,Biryani House,Indian,1575.94,,50.0,1525.94,Card,119,2.52,4.4,3.2,Cancelled
ORD579,2026-02-22,Bangalore,Curry Kingdom,Indian,1671.03,,100.0,1571.03,Cash,45,21.87,3.4,4.6,Delivered
ORD580,2026-02-22,Pune,Curry Kingdom,Japanese,1501.42,,,1501.42,Cash,100,7.26,4.2,3.8,Cancelled
ORD581,2026-02-22,Delhi,Spice Hub,Italian,696.31,No,,696.31,Card,102,27.99,2.8,4.2,Delayed
ORD582,2026-02-22,Bangalore,Biryani House,Fast Food,1952.99,No,0.0,1952.99,Wallet,58,12.46,4.3,2.6,Delivered
ORD583,2026-02-22,Pune,Food Factory,Indian,1796.9,,150.0,1646.9,Card,113,20.34,4.6,4.3,Delayed
ORD584,2026-02-22,Chennai,Spice Hub,Fast Food,1156.04,No,50.0,1106.04,Card,61,25.23,2.5,3.1,Cancelled
ORD585,2026-02-22,Chennai,Sushi Spot,Fast Food,774.09,,50.0,724.09,UPI,100,21.57,4.9,2.1,Cancelled
ORD586,2026-02-22,Mumbai,Sushi Spot,Fast Food,1511.97,,50.0,1461.97,Wallet,116,16.4,4.0,2.0,Cancelled
ORD587,2026-02-22,Pune,Sushi Spot,Italian,1008.58,Yes,0.0,1008.58,Cash,114,2.21,3.5,4.3,Delivered
ORD588,2026-02-22,Delhi,Urban Tandoor,Indian,991.6,No,,991.6,Cash,30,23.41,3.8,4.9,Cancelled
ORD589,2026-02-22,Pune,Food Factory,Indian,382.27,No,50.0,332.27,Card,67,3.22,3.5,3.1,Delivered
ORD590,2026-02-22,Chennai,Curry Kingdom,Chinese,486.22,No,,486.22,Card,21,1.51,3.2,4.3,Delayed
ORD591,2026-02-22,Chennai,Curry Kingdom,Japanese,1108.23,,150.0,958.23,Card,71,11.78,2.5,2.9,Cancelled
ORD592,2026-02-22,Pune,Food Factory,Fast Food,1345.95,,0.0,1345.95,UPI,21,26.5,4.2,3.6,Delayed
ORD593,2026-02-22,Chennai,Spice Hub,Japanese,1685.06,Yes,150.0,1535.06,UPI,101,23.63,3.6,3.2,Cancelled
ORD594,2026-02-22,Bangalore,Burger Town,Japanese,710.39,Yes,150.0,560.39,UPI,81,21.59,4.8,3.8,Delayed
ORD595,2026-02-22,Chennai,Burger Town,Italian,1025.79,Yes,100.0,925.79,Cash,101,20.48,4.0,5.0,Delivered
ORD596,2026-02-22,Hyderabad,Pizza Palace,Chinese,592.44,No,50.0,542.44,UPI,70,29.75,3.9,4.9,Cancelled
ORD597,2026-02-22,Bangalore,Food Factory,Chinese,289.87,,100.0,189.87,Card,119,6.94,4.3,3.9,Delayed
ORD598,2026-02-22,Bangalore,Burger Town,Japanese,1807.74,Yes,150.0,1657.74,Card,39,23.66,3.9,2.4,Delayed
ORD599,2026-02-22,Mumbai,Spice Hub,Fast Food,1650.58,Yes,100.0,1550.58,UPI,118,27.29,2.9,3.9,Delayed
ORD600,2026-02-22,Bangalore,Spice Hub,Italian,1648.24,No,150.0,1498.24,UPI,61,27.61,3.2,3.4,Cancelled
ORD601,2026-02-22,Chennai,Sushi Spot,Japanese,1796.76,Yes,50.0,1746.76,Card,119,21.01,4.2,4.8,Delivered
ORD602,2026-02-22,Pune,Burger Town,Indian,1070.03,Yes,0.0,1070.03,UPI,119,13.98,2.8,4.9,Delayed
ORD603,2026-02-22,Pune,Food Factory,Japanese,1129.87,Yes,50.0,1079.87,UPI,29,11.27,4.9,4.9,Delivered
ORD604,2026-02-22,Pune,Pizza Palace,Chinese,1298.68,No,,1298.68,Card,76,24.4,3.6,3.6,Delivered
ORD605,2026-02-22,Chennai,Burger Town,Fast Food,950.71,No,150.0,800.71,Cash,108,17.27,4.7,3.4,Delayed
ORD606,2026-02-22,Delhi,Pizza Palace,Italian,1810.7,No,150.0,1660.7,Cash,47,4.97,5.0,3.6,Cancelled
ORD607,2026-02-22,Pune,Urban Tandoor,Indian,874.94,Yes,,874.94,UPI,84,4.16,4.1,3.5,Delayed
ORD608,2026-02-22,Mumbai,Curry Kingdom,Italian,902.35,,50.0,852.35,Cash,73,29.45,3.9,2.8,Cancelled
ORD609,2026-02-22,Mumbai,Food Factory,Chinese,958.44,,50.0,908.44,Wallet,33,6.11,3.0,2.0,Delayed
ORD610,2026-02-22,Bangalore,Spice Hub,Italian,176.25,No,100.0,76.25,Wallet,43,27.33,4.9,4.9,Delivered
ORD611,2026-02-22,Bangalore,Urban Tandoor,Italian,1114.7,,,1114.7,Wallet,80,29.04,3.5,4.6,Delivered
ORD612,2026-02-22,Chennai,Curry Kingdom,Italian,1580.21,,0.0,1580.21,Cash,114,8.17,4.1,4.0,Delivered
ORD613,2026-02-22,Hyderabad,Curry Kingdom,Indian,450.99,Yes,50.0,400.99,UPI,102,23.14,4.6,3.8,Delivered
ORD614,2026-02-22,Chennai,Biryani House,Fast Food,1695.5,Yes,,1695.5,Card,50,11.35,4.8,2.7,Delayed
ORD615,2026-02-22,Bangalore,Sushi Spot,Fast Food,1323.57,,150.0,1173.57,Wallet,102,24.43,2.9,3.5,Delayed
ORD616,2026-02-22,Pune,Food Factory,Fast Food,1645.31,Yes,50.0,1595.31,Card,36,13.43,2.6,3.4,Delivered
ORD617,2026-02-22,Hyderabad,Spice Hub,Chinese,1375.5,No,100.0,1275.5,Wallet,24,27.14,2.9,5.0,Cancelled
ORD618,2026-02-22,Delhi,Pizza Palace,Fast Food,1916.47,Yes,0.0,1916.47,Wallet,15,2.3,4.4,3.1,Cancelled
ORD619,2026-02-22,Mumbai,Urban Tandoor,Chinese,876.05,,100.0,776.05,UPI,108,27.63,4.9,3.7,Delivered
ORD620,2026-02-22,Pune,Food Factory,Chinese,810.67,,,810.67,Cash,32,29.78,3.5,3.7,Delayed
ORD621,2026-02-22,Bangalore,Spice Hub,Chinese,918.87,,150.0,768.87,Cash,79,7.97,3.0,4.8,Cancelled
ORD622,2026-02-22,Bangalore,Sushi Spot,Indian,338.34,,100.0,238.33999999999997,Cash,24,25.35,4.4,2.7,Delayed
ORD623,2026-02-22,Hyderabad,Urban Tandoor,Indian,1919.19,,,1919.19,Card,36,26.14,3.2,4.9,Delayed
ORD624,2026-02-22,Hyderabad,Biryani House,Indian,1226.0,,100.0,1126.0,Wallet,25,17.34,3.6,3.0,Cancelled
ORD625,2026-02-22,Hyderabad,Food Factory,Chinese,1703.37,,100.0,1603.37,Cash,74,13.47,4.8,4.5,Delivered
ORD626,2026-02-22,Chennai,Urban Tandoor,Japanese,891.74,No,150.0,741.74,Cash,92,23.63,3.7,3.5,Delivered
ORD627,2026-02-22,Hyderabad,Spice Hub,Japanese,528.66,,150.0,378.65999999999997,UPI,107,8.4,3.2,3.8,Delivered
ORD628,2026-02-22,Chennai,Pizza Palace,Indian,210.7,,100.0,110.69999999999999,Cash,105,3.0,4.9,3.5,Cancelled
ORD629,2026-02-22,Delhi,Sushi Spot,Fast Food,907.41,,150.0,757.41,Wallet,38,24.98,2.6,4.2,Delayed
ORD630,2026-02-22,Delhi,Urban Tandoor,Fast Food,1581.73,No,150.0,1431.73,Card,38,19.98,2.9,4.6,Cancelled
ORD631,2026-02-22,Hyderabad,Food Factory,Japanese,1147.32,Yes,50.0,1097.32,Wallet,37,28.0,3.5,3.6,Cancelled
ORD632,2026-02-22,Mumbai,Food Factory,Italian,1134.24,,100.0,1034.24,UPI,74,16.15,2.6,4.9,Cancelled
ORD633,2026-02-22,Hyderabad,Biryani House,Chinese,568.33,,0.0,568.33,Cash,52,1.29,3.6,4.6,Delivered
ORD634,2026-02-22,Chennai,Urban Tandoor,Italian,246.02,Yes,50.0,196.02,UPI,82,29.04,3.1,4.0,Delivered
ORD635,2026-02-22,Delhi,Spice Hub,Italian,1522.51,,100.0,1422.51,Cash,83,23.01,4.0,4.7,Cancelled
ORD636,2026-02-22,Hyderabad,Food Factory,Italian,1663.35,Yes,50.0,1613.35,Card,41,8.87,2.8,3.0,Delivered
ORD637,2026-02-22,Chennai,Spice Hub,Italian,1999.16,No,,1999.16,Cash,114,29.56,4.4,3.2,Delayed
ORD638,2026-02-22,Mumbai,Spice Hub,Japanese,1242.68,No,,1242.68,Wallet,30,3.28,3.9,4.1,Delivered
ORD639,2026-02-22,Chennai,Curry Kingdom,Italian,459.54,,50.0,409.54,UPI,23,8.8,4.1,3.4,Delayed
ORD640,2026-02-22,Chennai,Curry Kingdom,Fast Food,819.16,No,100.0,719.16,Card,62,9.6,4.3,4.3,Cancelled
ORD641,2026-02-22,Pune,Burger Town,Italian,339.65,Yes,,339.65,Cash,79,21.55,2.9,4.9,Delivered
ORD642,2026-02-22,Mumbai,Curry Kingdom,Indian,980.31,No,100.0,880.31,Wallet,80,21.22,4.3,3.4,Cancelled
ORD643,2026-02-22,Bangalore,Burger Town,Chinese,1853.84,,50.0,1803.84,Cash,37,4.63,4.6,3.0,Cancelled
ORD644,2026-02-22,Hyderabad,Sushi Spot,Japanese,207.09,Yes,0.0,207.09,Wallet,55,6.66,3.4,3.0,Delivered
ORD645,2026-02-22,Mumbai,Biryani House,Italian,1960.27,Yes,100.0,1860.27,Card,17,4.45,4.4,4.0,Delayed
ORD646,2026-02-22,Pune,Food Factory,Chinese,955.35,No,,955.35,Wallet,78,15.39,3.5,2.5,Delivered
ORD647,2026-02-22,Chennai,Biryani House,Japanese,1604.48,Yes,,1604.48,UPI,82,12.15,2.6,4.5,Delivered
ORD648,2026-02-22,Pune,Burger Town,Chinese,171.12,No,0.0,171.12,Cash,72,18.86,4.6,2.3,Delayed
ORD649,2026-02-22,Bangalore,Spice Hub,Italian,1184.11,,0.0,1184.11,UPI,43,24.7,3.9,4.9,Cancelled
ORD650,2026-02-22,Bangalore,Sushi Spot,Fast Food,245.59,Yes,100.0,145.59,Wallet,79,9.96,3.7,2.4,Cancelled
ORD651,2026-02-22,Hyderabad,Spice Hub,Italian,1928.8,,0.0,1928.8,Wallet,76,17.03,3.5,2.4,Delivered
ORD652,2026-02-22,Pune,Food Factory,Fast Food,1750.8,No,100.0,1650.8,Cash,34,20.64,4.1,2.9,Delayed
ORD653,2026-02-22,Pune,Biryani House,Fast Food,1660.36,Yes,100.0,1560.36,Wallet,71,24.1,3.1,3.9,Delivered
ORD654,2026-02-22,Hyderabad,Curry Kingdom,Indian,1207.73,No,,1207.73,UPI,30,29.48,4.1,2.7,Cancelled
ORD655,2026-02-22,Pune,Biryani House,Japanese,451.21,No,150.0,301.21,Wallet,111,16.92,3.2,2.9,Delivered
ORD656,2026-02-22,Delhi,Biryani House,Japanese,802.97,,150.0,652.97,UPI,31,28.11,3.6,4.6,Cancelled
ORD657,2026-02-22,Mumbai,Pizza Palace,Indian,1270.18,,0.0,1270.18,Wallet,73,11.32,2.7,3.0,Delivered
ORD658,2026-02-22,Mumbai,Pizza Palace,Chinese,1403.45,No,50.0,1353.45,Cash,80,6.96,3.5,4.9,Cancelled
ORD659,2026-02-22,Mumbai,Pizza Palace,Italian,1601.99,Yes,,1601.99,Wallet,21,19.34,3.0,3.3,Cancelled
ORD660,2026-02-22,Pune,Pizza Palace,Chinese,1539.24,No,50.0,1489.24,Wallet,34,9.06,3.2,3.3,Delayed
ORD661,2026-02-22,Mumbai,Burger Town,Indian,1963.68,Yes,0.0,1963.68,Card,104,14.05,4.9,2.3,Cancelled
ORD662,2026-02-22,Chennai,Curry Kingdom,Indian,1163.4,No,0.0,1163.4,Cash,42,12.7,4.3,4.1,Delivered
ORD663,2026-02-22,Hyderabad,Curry Kingdom,Italian,932.05,Yes,100.0,832.05,Wallet,105,16.07,2.7,3.8,Delivered
ORD664,2026-02-22,Hyderabad,Curry Kingdom,Indian,1106.06,No,0.0,1106.06,UPI,49,8.79,3.2,4.0,Cancelled
ORD665,2026-02-22,Bangalore,Pizza Palace,Italian,1941.79,Yes,,1941.79,UPI,57,18.27,2.9,4.8,Delivered
ORD666,2026-02-22,Chennai,Urban Tandoor,Chinese,276.42,Yes,0.0,276.42,Cash,55,3.67,4.0,3.9,Cancelled
ORD667,2026-02-22,Mumbai,Sushi Spot,Chinese,1349.73,Yes,100.0,1249.73,Card,44,19.61,4.3,3.1,Delivered
ORD668,2026-02-22,Delhi,Burger Town,Indian,1192.77,Yes,,1192.77,Card,87,21.49,4.0,2.9,Cancelled
ORD669,2026-02-22,Bangalore,Spice Hub,Chinese,651.53,,0.0,651.53,Card,16,26.12,4.9,2.3,Delayed
ORD670,2026-02-22,Delhi,Spice Hub,Italian,436.43,Yes,150.0,286.43,Wallet,93,7.18,4.8,2.0,Delayed
ORD671,2026-02-22,Bangalore,Curry Kingdom,Indian,1578.76,,,1578.76,UPI,114,21.33,4.2,3.2,Cancelled
ORD672,2026-02-22,Hyderabad,Curry Kingdom,Japanese,178.48,Yes,50.0,128.48,Cash,82,28.15,3.9,4.8,Delivered
ORD673,2026-02-22,Delhi,Pizza Palace,Japanese,557.89,,100.0,457.89,Cash,87,25.35,3.0,4.0,Delivered
ORD674,2026-02-22,Chennai,Spice Hub,Indian,1957.46,No,100.0,1857.46,Cash,31,15.44,4.4,3.0,Cancelled
ORD675,2026-02-22,Mumbai,Biryani House,Italian,1796.61,Yes,0.0,1796.61,Wallet,99,27.52,3.6,2.8,Delayed
ORD676,2026-02-22,Delhi,Biryani House,Japanese,953.65,Yes,100.0,853.65,Card,87,13.71,5.0,2.7,Cancelled
ORD677,2026-02-22,Chennai,Spice Hub,Japanese,1161.72,Yes,0.0,1161.72,Cash,55,8.02,4.3,2.3,Delivered
ORD678,2026-02-22,Pune,Pizza Palace,Japanese,518.65,Yes,100.0,418.65,Cash,37,2.45,4.8,2.1,Delivered
ORD679,2026-02-22,Chennai,Urban Tandoor,Italian,808.55,,50.0,758.55,UPI,83,3.24,4.8,3.1,Cancelled
ORD680,2026-02-22,Hyderabad,Burger Town,Fast Food,935.83,,100.0,835.83,UPI,76,18.6,4.2,2.2,Delivered
ORD681,2026-02-22,Pune,Curry Kingdom,Fast Food,1910.26,Yes,100.0,1810.26,Cash,24,26.66,3.5,3.5,Delayed
ORD682,2026-02-22,Pune,Pizza Palace,Italian,674.11,,150.0,524.11,Card,60,12.53,3.8,2.8,Delivered
ORD683,2026-02-22,Mumbai,Biryani House,Fast Food,1977.17,No,50.0,1927.17,UPI,22,2.99,3.4,4.8,Delivered
ORD684,2026-02-22,Delhi,Curry Kingdom,Japanese,1231.23,No,50.0,1181.23,Cash,103,10.67,4.7,4.7,Delayed
ORD685,2026-02-22,Hyderabad,Burger Town,Japanese,1740.67,No,,1740.67,Wallet,96,23.83,3.6,3.9,Delayed
ORD686,2026-02-22,Mumbai,Curry Kingdom,Fast Food,609.51,,0.0,609.51,Cash,74,25.18,3.7,3.6,Cancelled
ORD687,2026-02-22,Mumbai,Sushi Spot,Japanese,417.12,No,100.0,317.12,Card,93,2.86,4.6,2.9,Delayed
ORD688,2026-02-22,Mumbai,Pizza Palace,Indian,971.25,Yes,150.0,821.25,Wallet,71,6.83,4.0,3.2,Cancelled
ORD689,2026-02-22,Mumbai,Urban Tandoor,Indian,1018.62,,50.0,968.62,UPI,102,27.89,2.8,4.3,Delayed
ORD690,2026-02-22,Bangalore,Spice Hub,Indian,907.89,,50.0,857.89,Wallet,15,27.8,2.8,3.5,Delayed
ORD691,2026-02-22,Chennai,Biryani House,Chinese,1605.07,No,150.0,1455.07,Cash,106,20.26,4.7,4.4,Delayed
ORD692,2026-02-22,Chennai,Spice Hub,Indian,1417.5,No,,1417.5,Cash,49,24.37,2.5,4.8,Delayed
ORD693,2026-02-22,Bangalore,Pizza Palace,Japanese,970.12,,,970.12,Cash,37,8.39,4.4,2.2,Delivered
ORD694,2026-02-22,Bangalore,Food Factory,Indian,1764.38,,100.0,1664.38,Wallet,69,7.27,4.5,4.4,Cancelled
ORD695,2026-02-22,Hyderabad,Food Factory,Chinese,1319.6,Yes,,1319.6,UPI,63,15.66,4.9,4.6,Delayed
ORD696,2026-02-22,Hyderabad,Burger Town,Indian,339.75,Yes,,339.75,UPI,23,3.25,4.6,3.0,Delivered
ORD697,2026-02-22,Chennai,Food Factory,Italian,1114.96,Yes,50.0,1064.96,Cash,19,20.63,4.6,4.6,Cancelled
ORD698,2026-02-22,Chennai,Sushi Spot,Italian,1534.46,Yes,,1534.46,Card,71,1.38,3.2,3.4,Delayed
ORD699,2026-02-22,Pune,Spice Hub,Chinese,910.52,,50.0,860.52,Cash,46,21.12,3.1,2.4,Delivered
ORD700,2026-02-22,Bangalore,Urban Tandoor,Chinese,455.78,Yes,0.0,455.78,Card,118,26.03,3.8,4.4,Delivered
ORD701,2026-02-22,Mumbai,Pizza Palace,Indian,699.06,Yes,,699.06,UPI,47,11.01,3.5,4.2,Cancelled
ORD702,2026-02-22,Chennai,Burger Town,Fast Food,1781.08,Yes,50.0,1731.08,UPI,24,19.4,4.0,2.4,Cancelled
ORD703,2026-02-22,Chennai,Pizza Palace,Fast Food,542.0,No,0.0,542.0,Card,25,8.12,2.6,3.2,Cancelled
ORD704,2026-02-22,Chennai,Curry Kingdom,Japanese,583.28,Yes,0.0,583.28,UPI,29,22.73,3.9,5.0,Delayed
ORD705,2026-02-22,Pune,Burger Town,Japanese,917.26,Yes,50.0,867.26,Wallet,47,13.44,3.9,4.1,Delivered
ORD706,2026-02-22,Bangalore,Food Factory,Italian,1448.97,,50.0,1398.97,Wallet,79,6.91,3.3,3.6,Cancelled
ORD707,2026-02-22,Chennai,Biryani House,Japanese,1214.51,Yes,,1214.51,Wallet,107,16.44,2.8,3.8,Delayed
ORD708,2026-02-22,Bangalore,Sushi Spot,Chinese,366.83,Yes,150.0,216.82999999999998,Cash,43,13.73,5.0,3.5,Delivered
